OT
128.92078
222.44122
211.04819
233.94719
235.20526
329.81668
242.51727
221.86317
215.99106
184.63855
171.8084
123.414345
74.17695
43.97126
51.989044
68.08389
73.96809
31.678581
17.654951
17.080044
-11.944169
50.553173
18.934214
90.77097
118.919464
179.11292
177.7451
217.00043
207.46687
207.15262
232.70015
197.34247
222.62473
178.43306
164.61765
98.64403
68.61782
9.292468
51.949356
41.116493
59.337265
47.36761
24.839506
28.385752
18.000927
9.90773
35.961227
92.611046
118.68899
192.51764
197.92958
215.8978
213.52237
227.319
264.88147
210.28049
197.27507
163.47644
124.79081
100.23759
53.74888
25.478258
29.137325
44.43918
55.662357
63.614025
33.87591
30.401447
4.228222
14.903056
46.372654
61.54524
113.53404
175.03645
194.05591
194.76564
190.26697
199.77554
188.6971
213.41524
188.05168
176.27563
127.825386
108.816986
39.279293
43.77011
47.215633
29.856226
90.15189
49.809002
60.636173
2.8682926
31.107208
-3.2974226
46.780254
26.464304
143.90979
165.25912
179.42116
238.26984
194.519
223.02914
194.76253
223.86037
165.65332
189.4824
139.01796
90.84538
43.27153
16.575739
20.778772
52.312874
48.2728
68.996704
42.27721
-2.7866726
-12.401652
10.659827
32.497364
80.708595
148.04193
199.9716
198.43666
204.003
224.8301
213.78319
213.5382
209.69022
185.65433
174.65234
136.45837
120.3805
82.76038
49.8972
29.468742
49.565174
62.20631
62.64602
53.837494
41.79109
5.3734436
34.484535
-19.192526
89.42915
80.20286
186.69029
176.23853
192.21509
212.33897
190.14851
229.98535
178.01776
221.97104
155.64586
171.51607
93.841
83.20084
35.616096
31.127592
52.269016
56.810604
71.238304
42.577934
55.389343
22.54696
53.65297
6.031294
88.09713
120.09842
174.35437
205.51724
218.1622
217.52577
206.66441
227.50885
215.39613
238.83363
189.2588
136.86852
116.61343
91.70453
54.176865
44.299885
56.837784
29.036417
54.88765
43.438274
21.406502
34.042473
13.114982
67.474464
82.20954
155.78857
180.07062
198.74738
202.12953
176.43628
230.02931
225.45671
239.7613
207.82104
183.05522
154.13068
133.01277
41.02886
74.21288
35.279766
64.67011
57.30864
70.656975
42.628708
16.767132
33.628437
29.339073
31.505806
65.19455
135.05595
129.70541
216.58478
187.64116
195.93147
222.52979
176.94293
226.18324
171.0683
171.20514
117.07731
117.252
59.161896
52.974926
19.088734
36.96483
51.625843
59.647495
42.20114
14.277888
17.547804
5.6291413
32.520237
73.676025
138.27368
172.80157
203.39305
202.14372
237.1717
201.74014
228.56248
216.44136
211.79059
185.39789
141.15486
104.75807
41.52081
16.457363
18.553736
31.668907
55.372025
38.309013
47.94625
32.545944
12.872153
37.48803
19.796019
65.644905
112.36111
172.0094
159.03836
201.32657
193.0823
230.34358
216.208
208.0483
214.44357
161.61568
135.50983
83.50576
86.87087
37.816452
62.392956
44.493176
100.551865
57.461124
54.13524
54.45718
11.089497
40.149384
26.40549
68.01916
112.010704
180.49681
159.33507
195.87708
182.37975
212.61572
243.15506
187.9939
191.72607
166.0724
154.322
97.71099
73.01767
45.526367
38.12908
59.711544
55.262432
35.56038
39.517567
12.067329
37.975136
14.425846
61.42126
55.97198
147.10803
185.78387
191.28339
205.12216
195.3634
215.10118
214.86877
227.55173
195.369
195.43367
129.52893
113.633934
79.820175
45.935013
43.499374
67.4425
72.4402
83.996315
59.586517
39.45712
35.308506
29.184458
61.438843
69.57964
